id,stem,prompt,contentelementtypepropertykey,value,v2
4512,I would rather spend time learning about,Italian culture,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Italian
3016,I would rather spend time learning about,sports nutrition,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Kinesiology
3303,I would rather spend time learning about,health promotion,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Kinesiology
3759,I would rather spend time learning about,athletic injury,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Kinesiology
4517,I would rather spend time learning about,treating sports injuries,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Kinesiology
4528,I would rather spend time learning about,training for athletic fitness,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Kinesiology
4533,I would rather spend time learning about,"principles of exercise, training, and fitness",cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Kinesiology
1503,I want to learn about,the structure of language,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Linguistics
1785,I want to learn about,different dialects of a language,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Linguistics
2003,I want to learn about,the meaning of words,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Linguistics
3021,I would rather spend time learning about,the way sounds make a language,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Linguistics
3308,I would rather spend time learning about,how children learn language,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Linguistics
3764,I would rather spend time learning about,how language shapes reality,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Linguistics
4538,I would rather spend time learning about,the grammar of a language,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Linguistics
4543,I would rather spend time learning about,speaking disorders,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Linguistics
4548,I would rather spend time learning about,how language shapes our thoughts,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Linguistics
3026,I would rather spend time learning about,consumer behaviour,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Marketing
3313,I would rather spend time learning about,managing a brand online,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Marketing
3770,I would rather spend time learning about,how consumers make choices,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Marketing
4553,I would rather spend time learning about,market research,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Marketing
4558,I would rather spend time learning about,making a marketing plan for a new product,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Marketing
4563,I would rather spend time learning about,building customer relationships,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Marketing
4568,I would rather spend time learning about,analyzing customer data,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Marketing
3031,I would rather spend time learning about,how different materials are made,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Materials Science
3319,I would rather spend time learning about,how steel is made,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Materials Science
3834,I would rather spend time learning about,the atomic and molecular properties of plastic,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Materials Science
4573,I would rather spend time learning about,how plastic reacts when stressed,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Materials Science
4578,I would rather spend time learning about,magnetic materials,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Materials Science
1508,I want to learn about,using calculus,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Mathematics
1790,I want to learn about,how to do algebra,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Mathematics
2008,I want to learn about,differential equations,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Mathematics
3036,I would rather spend time learning about,measuring the area and volume of spaces,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Mathematics
3330,I would rather spend time learning about,matrix algebra,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Mathematics
3786,I would rather spend time learning about,geometry,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Mathematics
4583,I would rather spend time learning about,mathematical theorems,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Mathematics
4588,I would rather spend time learning about,using math to solve problems,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Mathematics
3041,I would rather spend time learning about,designing machines,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Mechanical Engineering
3336,I would rather spend time learning about,how machines generate energy,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Mechanical Engineering
3791,I would rather spend time learning about,how oil interacts with an engine,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Mechanical Engineering
4593,I would rather spend time learning about,electric engines,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Mechanical Engineering
4598,I would rather spend time learning about,building vehicles,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Mechanical Engineering
1513,I want to learn about,performing music,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Music
1795,I want to learn about,how to play a musical instrument,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Music
2013,I want to learn about,composing music,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Music
3046,I would rather spend time learning about,great composers,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Music
3341,I would rather spend time learning about,how to read and analyze musical scores,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Music
3796,I would rather spend time learning about,conducting an orchestra,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Music
4603,I would rather spend time learning about,music sung by choirs,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Music
4608,I would rather spend time learning about,musical improvisation,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Music
4614,I would rather spend time learning about,the history of music,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Music
1518,I want to learn about,how brain cells work,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Neuroscience
1800,I want to learn about,brain disorders,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Neuroscience
2018,I want to learn about,the function and organization of the brain,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Neuroscience
3051,I would rather spend time learning about,the relationship between brain and behaviour,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Neuroscience
3346,I would rather spend time learning about,the chemical components of the brain,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Neuroscience
3839,I would rather spend time learning about,how the brain works when we think,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Neuroscience
4619,I would rather spend time learning about,how the brain makes sense of visual data,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Neuroscience
4630,I would rather spend time learning about,the connection between brain and muscles,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Neuroscience
4635,I would rather spend time learning about,the way children's brains develop,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Neuroscience
4640,I would rather spend time learning about,the human central nervous system,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Neuroscience
3056,I would rather spend time learning about,caring for people with a mental illness,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Nursing
3430,I would rather spend time learning about,examining patients,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Nursing
3807,I would rather spend time learning about,the ethics of patient care,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Nursing
4645,I would rather spend time learning about,giving medicine to patients,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Nursing
4650,I would rather spend time learning about,talking with sick people,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Nursing
4655,I would rather spend time learning about,helping people take care of themselves,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Nursing
4660,I would rather spend time learning about,professional nursing standards,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Nursing
1523,I want to learn about,acting,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Performance Art
1805,I want to learn about,how to perform in plays,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Performance Art
2023,I want to learn about,theater production,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Performance Art
3061,I would rather spend time learning about,the history of theater,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Performance Art
3443,I would rather spend time learning about,different styles of acting,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Performance Art
3812,I would rather spend time learning about,the history of drama,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Performance Art
4665,I would rather spend time learning about,theatrical costumes,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Performance Art
4670,I would rather spend time learning about,theater production,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Performance Art
4675,I would rather spend time learning about,scene design for the theater,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Performance Art
1528,I want to learn about,the difference between truth and knowledge,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Philosophy
1810,I want to learn about,how we know what we know,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Philosophy
2028,I want to learn about,using logic and reason,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Philosophy
3066,I would rather spend time learning about,what we mean by existance,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Philosophy
3448,I would rather spend time learning about,how we decide what is the right thing to do,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Philosophy
3844,I would rather spend time learning about,ancient philosophers,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Philosophy
4681,I would rather spend time learning about,justice,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Philosophy
4686,I would rather spend time learning about,the relationship between philosophy and science,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Philosophy
1533,I want to learn about,the laws of motion,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Physics
1813,I want to learn about,how math solves astronomy problems,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Physics
2033,I want to learn about,astronomy,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Physics
3071,I would rather spend time learning about,electrons,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Physics
3453,I would rather spend time learning about,calculating the movement of galaxies,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Physics
3822,I would rather spend time learning about,electronic circuits,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Physics
4692,I would rather spend time learning about,Einstein's theory of relativity,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Physics
4697,I would rather spend time learning about,electromagnetic waves,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Physics
4702,I would rather spend time learning about,using algebra to solve physics problems,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Physics
1538,I want to learn about,the causes of human conflict,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Politics
1818,I want to learn about,foreign policy,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Politics
2038,I want to learn about,comparing different kinds of government,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Politics
3076,I would rather spend time learning about,the way government policy affects society,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Politics
3458,I would rather spend time learning about,ethnic identity,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Politics
3883,I would rather spend time learning about,civil liberties,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Politics
4707,I would rather spend time learning about,comparing political systems,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Politics
4712,I would rather spend time learning about,civil rights,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Politics
4717,I would rather spend time learning about,my country's constitution,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Politics
4722,I would rather spend time learning about,political debate,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Politics
1544,I want to learn about,the human mind,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Psychology
1825,I want to learn about,psychological treatments,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Psychology
2041,I want to learn about,how a child's mind develops,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Psychology
3081,I would rather spend time learning about,how a person's memory works,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Psychology
3463,I would rather spend time learning about,different kinds of personalities,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Psychology
3888,I would rather spend time learning about,psychological disorders,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Psychology
4727,I would rather spend time learning about,how people interact with each other,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Psychology
4732,I would rather spend time learning about,how the mind controls behaviour,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Psychology
4737,I would rather spend time learning about,researching the human mind,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Psychology
3086,I would rather spend time learning about,religious thought,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Religion
3468,I would rather spend time learning about,religious traditions,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Religion
3893,I would rather spend time learning about,religious life,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Religion
4742,I would rather spend time learning about,the history of religion,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Religion
4747,I would rather spend time learning about,religious practice,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Religion
1549,I want to learn about,"how schools, police, and social services are organized",cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Sociology
1830,I want to learn about,ways to support struggling families,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Sociology
2046,I want to learn about,mainstream culture and cultural biases,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Sociology
3091,I would rather spend time learning about,the organizational structure of society,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Sociology
3473,I would rather spend time learning about,different kinds of families,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Sociology
3898,I would rather spend time learning about,forces for social change,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Sociology
4752,I would rather spend time learning about,social problems,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Sociology
4757,I would rather spend time learning about,social research,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Sociology
3096,I would rather spend time learning about,Latin American culture,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Spanish
3478,I would rather spend time learning about,Spanish literature,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Spanish
3903,I would rather spend time learning about,speaking and writing in Spanish,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Spanish
4762,I would rather spend time learning about,reading Latin American literature,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Spanish
4768,I would rather spend time learning about,the indigenous people of Latin America,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Spanish
4779,I would rather spend time learning about,speaking and writing Spanish fluently,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Spanish
1554,I want to learn about,different ways to analyze data,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,Statistics
1835,I want to learn about,how numeric data can solve real life problems,cet_property_cati_msproperties_assessed_category_B,R02_LIKERT,Statistics
2051,I want to learn about,calculating probability,cet_property_cati_msproperties_assessed_category_B,R03_LIKERT,Statistics
3101,I would rather spend time learning about,quantifying and analyzing natural phenomena,cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Statistics
3483,I would rather spend time learning about,how to design experiments,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Statistics
3908,I would rather spend time learning about,finding patterns/trends in quantitative data,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Statistics
4784,I would rather spend time learning about,studying group differences using statistics,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Statistics
4789,I would rather spend time learning about,predicting whether an event will happen,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Statistics
3106,I would rather spend time learning about,aesthetics (the beauty of things),cet_property_cati_msproperties_assessed_category_B,R04_IPSATIVE,Visual Art
3488,I would rather spend time learning about,video production,cet_property_cati_msproperties_assessed_category_B,R05_IPSATIVE,Visual Art
3591,I would rather spend time learning about,photography,cet_property_cati_msproperties_assessed_category_B,R06_IPSATIVE,Visual Art
4794,I would rather spend time learning about,the creative design of objects,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Visual Art
4799,I would rather spend time learning about,the history of art,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Visual Art
4804,I would rather spend time learning about,different kinds of art materials,cet_property_cati_msproperties_assessed_category_B,R07_IPSATIVE,Visual Art
1291,,,cet_property_cati_msproperties_assessed_category_B,R01_LIKERT,
